"AppellationDorigineControlee","Lait","Type","AireDeProduction","AnneeDobtentionDeLAOC","CI","Departement","Commune","Aire geographique","IDA"
"Cantal","Vache","Pâte pressée non cuite","Aveyron, Cantal, Corrèze et Puy-de-Dôme","1956","15010","CANTAL","Arches","Cantal","1463"
"Cantal","Vache","Pâte pressée non cuite","Aveyron, Cantal, Corrèze et Puy-de-Dôme","1956","15009","CANTAL","Apchon","Cantal","1463"
"Cantal","Vache","Pâte pressée non cuite","Aveyron, Cantal, Corrèze et Puy-de-Dôme","1956","15008","CANTAL","Antignac","Cantal","1463"
"Cantal","Vache","Pâte pressée non cuite","Aveyron, Cantal, Corrèze et Puy-de-Dôme","1956","15006","CANTAL","Anglards-de-Salers","Cantal","1463"
"Cantal","Vache","Pâte pressée non cuite","Aveyron, Cantal, Corrèze et Puy-de-Dôme","1956","15005","CANTAL","Anglards-de-Saint-Flour","Cantal","1463"
"Cantal","Vache","Pâte pressée non cuite","Aveyron, Cantal, Corrèze et Puy-de-Dôme","1956","15004","CANTAL","Andelat","Cantal","1463"
"Cantal","Vache","Pâte pressée non cuite","Aveyron, Cantal, Corrèze et Puy-de-Dôme","1956","15003","CANTAL","Ally","Cantal","1463"
"Cantal","Vache","Pâte pressée non cuite","Aveyron, Cantal, Corrèze et Puy-de-Dôme","1956","15002","CANTAL","Alleuze","Cantal","1463"
"Cantal","Vache","Pâte pressée non cuite","Aveyron, Cantal, Corrèze et Puy-de-Dôme","1956","15001","CANTAL","Allanche","Cantal","1463"
"Cantal","Vache","Pâte pressée non cuite","Aveyron, Cantal, Corrèze et Puy-de-Dôme","1956","15025","CANTAL","Albepierre-Bredons","Cantal","1463"
"Cantal","Vache","Pâte pressée non cuite","Aveyron, Cantal, Corrèze et Puy-de-Dôme","1956","12280","AVEYRON","Therondels","Cantal","1463"
"Cantal","Vache","Pâte pressée non cuite","Aveyron, Cantal, Corrèze et Puy-de-Dôme","1956","12277","AVEYRON","Taussac","Cantal","1463"
"Cantal","Vache","Pâte pressée non cuite","Aveyron, Cantal, Corrèze et Puy-de-Dôme","1956","12164","AVEYRON","Mur-de-Barrez","Cantal","1463"
"Cantal","Vache","Pâte pressée non cuite","Aveyron, Cantal, Corrèze et Puy-de-Dôme","1956","12118","AVEYRON","Lacroix-Barrez","Cantal","1463"
"Cantal","Vache","Pâte pressée non cuite","Aveyron, Cantal, Corrèze et Puy-de-Dôme","1956","12036","AVEYRON","Brommat","Cantal","1463"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","73317","SAVOIE","Villard-sur-Doron","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","73312","SAVOIE","Verrens-Arvey","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","73303","SAVOIE","Ugine","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","73294","SAVOIE","Thuile","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","73293","SAVOIE","Thoiry","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","73292","SAVOIE","Thenesol","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","73277","SAVOIE","Sainte-Reine","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","73264","SAVOIE","Saint-Offenge-Dessus","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","73262","SAVOIE","Saint-Nicolas-la-Chapelle","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","73247","SAVOIE","Saint-Jean-de-la-Porte","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","73243","SAVOIE","Saint-Jean-d'Arvey","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","73234","SAVOIE","Saint-Franeois-de-Sales","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","73210","SAVOIE","Puygros","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","73202","SAVOIE","Plancherine","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","73192","SAVOIE","Noyer","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","73186","SAVOIE","Notre-Dame-de-Bellecombe","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","73178","SAVOIE","Motte-en-Bauges","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","73164","SAVOIE","Montcel","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","73162","SAVOIE","Montailleur","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","73154","SAVOIE","Mercury","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","73153","SAVOIE","Marthod","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","73146","SAVOIE","Lescheraines","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","73139","SAVOIE","Jarsy","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","73132","SAVOIE","Hauteluce","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","73123","SAVOIE","Giettaz","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","73114","SAVOIE","Flumet","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","73106","SAVOIE","ecole","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","73101","SAVOIE","Doucy-en-Bauges","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","73098","SAVOIE","Deserts","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","73094","SAVOIE","Crest-Voland","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","73090","SAVOIE","Compete","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","73088","SAVOIE","Cohennoz","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","73086","SAVOIE","Clery","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","73081","SAVOIE","Chetelard","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","73036","SAVOIE","Bellecombe-en-Bauges","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","73020","SAVOIE","Arith","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","73014","SAVOIE","Allondaz","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","73005","SAVOIE","Aillon-le-Vieux","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","73004","SAVOIE","Aillon-le-Jeune","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74310","HAUTE-SAVOIE","Viuz-la-Chiesaz","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74311","HAUTE-SAVOIE","Viuz-en-Sallaz","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74304","HAUTE-SAVOIE","Ville-en-Sallaz","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74303","HAUTE-SAVOIE","Villaz","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74302","HAUTE-SAVOIE","Villards-sur-Thenes","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74301","HAUTE-SAVOIE","Villard","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74295","HAUTE-SAVOIE","Vernaz","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74294","HAUTE-SAVOIE","Verchaix","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74290","HAUTE-SAVOIE","Vallorcine","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74167","HAUTE-SAVOIE","ValdeChaise","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74287","HAUTE-SAVOIE","Vailly","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74286","HAUTE-SAVOIE","Vacheresse","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74284","HAUTE-SAVOIE","Tour","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74280","HAUTE-SAVOIE","Thenes","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74279","HAUTE-SAVOIE","Thollon-les-Memises","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74276","HAUTE-SAVOIE","Taninges","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74275","HAUTE-SAVOIE","Talloires-Montmin","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74273","HAUTE-SAVOIE","Sixt-Fer-e-Cheval","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74271","HAUTE-SAVOIE","Seytroux","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74270","HAUTE-SAVOIE","Seythenex","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74266","HAUTE-SAVOIE","Servoz","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74265","HAUTE-SAVOIE","Serraval","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74264","HAUTE-SAVOIE","Scionzier","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74261","HAUTE-SAVOIE","Saxel","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74258","HAUTE-SAVOIE","Samoens","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74256","HAUTE-SAVOIE","Sallanches","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74253","HAUTE-SAVOIE","Saint-Sixt","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74252","HAUTE-SAVOIE","Saint-Sigismond","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74244","HAUTE-SAVOIE","Saint-Laurent","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74242","HAUTE-SAVOIE","Saint-Jorioz","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74241","HAUTE-SAVOIE","Saint-Jeoire","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74240","HAUTE-SAVOIE","Saint-Jean-de-Tholome","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74239","HAUTE-SAVOIE","Saint-Jean-de-Sixt","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74238","HAUTE-SAVOIE","Saint-Jean-d'Aulps","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74236","HAUTE-SAVOIE","Saint-Gervais-les-Bains","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74234","HAUTE-SAVOIE","Saint-Ferreol","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74232","HAUTE-SAVOIE","Saint-Eustache","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74226","HAUTE-SAVOIE","Saint-Andre-de-Boege","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74224","HAUTE-SAVOIE","Roche-sur-Foron","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74223","HAUTE-SAVOIE","Riviere-Enverse","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74222","HAUTE-SAVOIE","Reyvroz","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74221","HAUTE-SAVOIE","Reposoir","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74215","HAUTE-SAVOIE","Praz-sur-Arly","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74212","HAUTE-SAVOIE","Petit-Bornand-les-Glieres","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74210","HAUTE-SAVOIE","Perrignier","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74208","HAUTE-SAVOIE","Passy","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74205","HAUTE-SAVOIE","Onnion","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74203","HAUTE-SAVOIE","Novel","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74198","HAUTE-SAVOIE","Neves-Parmelan","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74196","HAUTE-SAVOIE","Nancy-sur-Cluses","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74191","HAUTE-SAVOIE","Morzine","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74190","HAUTE-SAVOIE","Morillon","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74188","HAUTE-SAVOIE","Montriond","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74187","HAUTE-SAVOIE","Montmin","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74189","HAUTE-SAVOIE","Mont-Saxonnex","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74183","HAUTE-SAVOIE","Mieussy","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74174","HAUTE-SAVOIE","Megevette","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74173","HAUTE-SAVOIE","Megeve","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74169","HAUTE-SAVOIE","Marnaz","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74164","HAUTE-SAVOIE","Marignier","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74160","HAUTE-SAVOIE","Manigod","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74159","HAUTE-SAVOIE","Magland","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74155","HAUTE-SAVOIE","Lullin","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74154","HAUTE-SAVOIE","Lugrin","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74148","HAUTE-SAVOIE","Leschaux","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74147","HAUTE-SAVOIE","Lathuile","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74143","HAUTE-SAVOIE","Houches","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74140","HAUTE-SAVOIE","Habere-Poche","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74139","HAUTE-SAVOIE","Habere-Lullin","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74138","HAUTE-SAVOIE","Gruffy","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74136","HAUTE-SAVOIE","Grand-Bornand","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74135","HAUTE-SAVOIE","Giez","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74134","HAUTE-SAVOIE","Gets","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74129","HAUTE-SAVOIE","Forclaz","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74282","HAUTE-SAVOIE","Filliere","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74123","HAUTE-SAVOIE","Faverges-Seythenex","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74114","HAUTE-SAVOIE","Essert-Romand","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74111","HAUTE-SAVOIE","Entrevernes","Chevrotin","1495"
